Identificador;Item;Fecha;Estado;NCM-SIM;Exportador;Localidad;Tipo de Dato;Fecha Cumplido;Fecha Cargado;Destinación;Aduana;Via Transporte;País de Destino;Aduana de Destino;U$S Unitario;U$S FOB;Flete U$S;Seguro;Cantidad;Unidad;Kgs. Netos;Item;Marca - Sufijos;Cantidad;Unitario Divisa;FOB Divisa;Moneda Divisa;Condición de Venta;Marca o Descripcion;Descripcion Arancelaria
22001EC01000496D;1;44565;PRES;0713.33.99.122Y;MADERAS GEA SAS;CIUDAD AUTONOMA;DEFINITIVO;04/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Pakistán;BS.AS. (CAPITAL);878.75;21090;5310;0;24;TONELADA;24000;0;MARCA: SM;24;878.75;21090;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01000511Y;1;44565;AUTO;0713.33.99.122Y;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;04/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Nueva Zelanda;BS.AS. (CAPITAL);1250;7500;0;0;6;TONELADA;6000;0;MARCA: S/M;6;1250;7500;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01000553U;1;44565;OFIC;0713.33.99.122Y;AGROLIT;CIUDAD AUTONOMA;DEFINITIVO;04/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;España;BS.AS. (CAPITAL);900;43650;0;0;48.5;TONELADA;48500;0;MARCA: S/MARCA;48.5;900;43650;DOLAR USA;FOB;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22053EC01000013S;1;44565;AUTO;0713.33.99.122Y;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;04/01/2022;No disponible;CONSUMO;SALTA;CAMION;Francia;SALTA;1168.64;51420;4900;0;44;TONELADA;44000;0;MARCA: SIN MARCA;44;1168.64;51420;DOLAR USA;CFR;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21001EC01100098B;1;44566;PRES;0713.33.99.122Y;AGRONEGOCIOS JEWELL S.R.L.;CORDOBA;DEFINITIVO;05/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Israel;BS.AS. (CAPITAL);1200;29940;0;0;24.95;TONELADA;24950;0;MARCA: S/MARCA;24.95;1200;29940;DOLAR USA;FOB;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01000777F;1;44566;OFIC;0713.33.99.122Y;MADERAS GEA SAS;CIUDAD AUTONOMA;DEFINITIVO;05/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Pakistán;BS.AS. (CAPITAL);708.75;17010;5310;0;24;TONELADA;24000;0;MARCA: SM;24;708.75;17010;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01000913U;1;44566;OFIC;0713.33.99.929G;BELGRAINS  SA;CAPITAL;DEFINITIVO;05/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Pakistán;BS.AS. (CAPITAL);301.09;6925.07;3999.93;0;23;TONELADA;23000;0;MARCA: S/M;23;301.09;6925.07;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01000930T;1;44566;PRES;0713.33.99.929G;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;05/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);1320.47;55459.84;5084;0;42;TONELADA;42000;0;MARCA: S/M;42;1320.47;55459.84;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22031EC01000019U;1;44566;AUTO;0713.33.99.112V;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;05/01/2022;No disponible;CONSUMO;JUJUY;CAMION;Estados Unidos;JUJUY;886.4;22160;0;0;25;TONELADA;25000;0;MARCA: ARGENCROPS;25;886.4;22160;DOLAR USA;FCA;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22053EC01000020Z;1;44566;AUTO;0713.33.99.112V;SAMAL AGRO S.A.;CORDOBA;DEFINITIVO;05/01/2022;No disponible;CONSUMO;SALTA;CAMION;Colombia;SALTA;980;94080;17300;215.2;96;TONELADA;96000;0;MARCA: SIN MARCA;96;980;94080;DOLAR USA;CIF;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21017EC01008136X;1;44567;CANC;0713.33.99.122Y;PEHUAJO PROME S A;BUENOS AIRES;DEFINITIVO;06/01/2022;No disponible;CONSUMO;CORDOBA;CAMION;Colombia;CORDOBA;552.27;65797.05;19000;0;119.14;TONELADA;119140;0;MARCA: S/M;119.14;552.27;65797.05;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21052EC01012136C;1;44567;PRES;0713.33.99.112V;AGROFIN S.A.;CHARATA;DEFINITIVO;06/01/2022;No disponible;CONSUMO;ROSARIO;CAMION;Colombia;ROSARIO;1100;97020;0;0;88.2;TONELADA;88200;0;MARCA: RUBY RED;88.2;1100;97020;DOLAR USA;FOB;AA(RUBY RED)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01001139V;1;44567;OFIC;0713.33.99.122Y;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;06/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Alemania;BS.AS. (CAPITAL);1065;25560;3600;0;24;TONELADA;24000;0;MARCA: SM;24;1065;25560;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22017EC01000085E;4;44567;AUTO;0713.33.99.112V;NATURAL FOOD S.R.L.;CORDOBA;DEFINITIVO;06/01/2022;No disponible;CONSUMO;CORDOBA;CAMION;Estados Unidos;CORDOBA;1130;7910;0;0;7;TONELADA;7000;0;MARCA: NATURAL FOOD SRL;7;1130;7910;DOLAR USA;FOB;AA(NATURAL FOOD SRL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22017EC01000085E;5;44567;AUTO;0713.33.99.122Y;NATURAL FOOD S.R.L.;CORDOBA;DEFINITIVO;06/01/2022;No disponible;CONSUMO;CORDOBA;CAMION;Estados Unidos;CORDOBA;1130;10170;0;0;9;TONELADA;9000;0;MARCA: NATURAL FOOD;9;1130;10170;DOLAR USA;FOB;AA(NATURAL FOOD)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22053EC01000026W;1;44567;AUTO;0713.33.99.112V;SAMAL AGRO S.A.;CORDOBA;DEFINITIVO;06/01/2022;No disponible;CONSUMO;SALTA;CAMION;Colombia;SALTA;980;94080;17300;215.2;96;TONELADA;96000;0;MARCA: SIN MARCA;96;980;94080;DOLAR USA;CIF;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21052EC01012042V;1;44568;PRES;0713.33.99.122Y;AGRONEGOCIOS JEWELL S.R.L.;CORDOBA;DEFINITIVO;07/01/2022;No disponible;CONSUMO;ROSARIO;CAMION;Eslovaquia;ROSARIO;1200;59880;0;0;49.9;TONELADA;49900;0;MARCA: JEWELL;49.9;1200;59880;DOLAR USA;FOB;AA(JEWELL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01001522R;1;44568;AUTO;0713.33.99.122Y;SOUTH AMERICAN FOODS S.R.L;TUCUMAN;DEFINITIVO;07/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Pakistán;BS.AS. (CAPITAL);726;54450;13800;0;75;TONELADA;75000;0;MARCA: S/M;75;726;54450;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22008EC01000253B;1;44568;AUTO;0713.33.99.112V;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;07/01/2022;No disponible;CONSUMO;CAMPANA;CAMION;Colombia;CAMPANA;1082.3;24893;6617;0;23;TONELADA;23000;0;MARCA: S/M;23;1082.3;24893;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22052EC01000186F;1;44568;OFIC;0713.33.99.112V;AGRONEGOCIOS JEWELL S.R.L.;CORDOBA;DEFINITIVO;07/01/2022;No disponible;CONSUMO;ROSARIO;CAMION;Colombia;ROSARIO;980;49000;0;0;50;TONELADA;50000;0;MARCA: JEWELL;50;980;49000;DOLAR USA;FCA;AA(JEWELL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21038EC01036422K;1;44571;PRES;0713.33.99.122Y;SOUTH AMERICAN FOODS S.R.L;TUCUMAN;DEFINITIVO;10/01/2022;No disponible;CONSUMO;MENDOZA;CAMION;Reino Unido;MENDOZA;1080;26751.6;0;0;24.77;TONELADA;24770;0;MARCA: S/M;24.77;1080;26751.6;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01001940V;1;44571;AUTO;0713.33.99.122Y;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;10/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);1000;33500;0;0;33.5;TONELADA;33500;0;MARCA: S/M;33.5;1000;33500;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01001940V;2;44571;AUTO;0713.33.99.122Y;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;10/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);1000;62500;0;0;62.5;TONELADA;62500;0;MARCA: S/M;62.5;1000;62500;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01001940V;3;44571;AUTO;0713.33.99.122Y;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;10/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);1000;72000;0;0;72;TONELADA;72000;0;MARCA: S/M;72;1000;72000;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01001967H;1;44571;OFIC;0713.33.99.929G;ENRIQUE M BAYA CASAL S A;CAPITAL FEDERAL;DEFINITIVO;10/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;India;BS.AS. (CAPITAL);416.67;20000;4000;0;48;TONELADA;48000;0;MARCA: S/M;48;416.67;20000;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22038EC01000745K;1;44571;OFIC;0713.33.99.122Y;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;10/01/2022;No disponible;CONSUMO;MENDOZA;CAMION;Egipto;MENDOZA;975.2;48174.88;7400.12;0;49.4;TONELADA;49400;0;MARCA: ARGENCROPS;49.4;975.2;48174.88;DOLAR USA;CFR;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22053EC01000048D;1;44571;AUTO;0713.33.99.122Y;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;10/01/2022;No disponible;CONSUMO;SALTA;CAMION;Bélgica;SALTA;1177.5;23550;2450;0;20;TONELADA;20000;0;MARCA: SIN MARCA;20;1177.5;23550;DOLAR USA;CFR;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01002230Y;1;44572;AUTO;0713.33.99.112V;ERRAZQUIN S.R.L;SALTAÃ¿;DEFINITIVO;11/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Portugal;BS.AS. (CAPITAL);664;33200;7300;0;50;TONELADA;50000;0;MARCA: S/MARCAS;50;664;33200;DOLAR USA;CFR;AA(S/MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01002233R;1;44572;AUTO;0713.33.99.112V;WENSTRADE S.A.;CIUDAD AUTONOMA;DEFINITIVO;11/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Angola;BS.AS. (CAPITAL);1250;31250;0;0;25;TONELADA;25000;0;MARCA: S/M;25;1250;31250;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22031EC01000031Y;1;44572;AUTO;0713.33.99.112V;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;11/01/2022;No disponible;CONSUMO;JUJUY;CAMION;Emiratos Árabes Unidos;JUJUY;1093;54650;0;0;50;TONELADA;50000;0;MARCA: ARGENCROPS;50;1093;54650;DOLAR USA;FCA;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22038EC01000935L;1;44572;AUTO;0713.33.99.112V;ORO VERDE S A;TUCUMAN;DEFINITIVO;11/01/2022;No disponible;CONSUMO;MENDOZA;CAMION;Colombia;MENDOZA;825;99000;0;0;120;TONELADA;120000;0;MARCA: ORO VERDE;120;825;99000;DOLAR USA;FCA;AA(ORO VERDE)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22053EC01000055B;1;44572;AUTO;0713.33.99.112V;SAMAL AGRO S.A.;CORDOBA;DEFINITIVO;11/01/2022;No disponible;CONSUMO;SALTA;CAMION;Colombia;SALTA;950;114000;21250;227.6;120;TONELADA;120000;0;MARCA: SIN MARCA;120;950;114000;DOLAR USA;CIF;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22053EC01000060U;1;44572;AUTO;0713.33.99.119K;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;11/01/2022;No disponible;CONSUMO;SALTA;CAMION;Colombia;SALTA;776.8;97100;27900;0;125;TONELADA;125000;0;MARCA: ALIMAR;125;776.8;97100;DOLAR USA;CFR;AA(ALIMAR)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22082EC01000065E;1;44572;CANC;0713.33.99.122Y;ROME S.R.L.;SALTA;DEFINITIVO;11/01/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;750;21000;0;0;28;TONELADA;28000;0;MARCA: S/M;28;750;21000;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21001EC01092753J;1;44573;PRES;0713.33.99.129N;ALIMENTOS Y FORRAJES  S.A.;CAPITAL FEDERAL;DEFINITIVO;12/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Turquía;BS.AS. (CAPITAL);780;57384.6;0;0;73.57;TONELADA;73570;0;MARCA: ALIMENTOS Y FORRAJES;73.57;780;57384.6;DOLAR USA;FOB;AA(ALIMENTOS Y FORRAJES)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21053EC01002154C;1;44573;OFIC;0713.33.99.119K;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;12/01/2022;No disponible;CONSUMO;SALTA;CAMION;Colombia;SALTA;776.8;153386.93;44073.07;0;197.46;TONELADA;197460;0;MARCA: ALIMAR;197.46;776.8;153386.93;DOLAR USA;CFR;AA(ALIMAR)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01002557D;1;44573;OFIC;0713.33.99.112V;EXPOFRUITS;CIUDAD AUTONOMA;DEFINITIVO;12/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);977.5;117300;22500;0;120;TONELADA;120000;0;MARCA: SM;120;977.5;117300;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22052EC01000295G;1;44573;AUTO;0713.33.99.112V;RONALB S R L;ALVAREZ;DEFINITIVO;12/01/2022;No disponible;CONSUMO;ROSARIO;CAMION;Colombia;ROSARIO;912.6;22815;7185;0;25;TONELADA;25000;0;MARCA: RONALB;25;912.6;22815;DOLAR USA;CFR;AA(RONALB)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21001EC01099482P;1;44574;PRES;0713.33.99.929G;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;13/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Desconocido;BS.AS. (CAPITAL);1320;52404;0;0;39.7;TONELADA;39700;0;MARCA: S/M;39.7;1320;52404;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21001EC01100554V;1;44574;PRES;0713.33.99.112V;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;13/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);1125;191756.25;0;0;170.45;TONELADA;170450;0;MARCA: S/M;170.45;1125;191756.25;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01002914A;1;44574;OFIC;0713.33.99.999E;EL CAMPO SOCIEDAD ANONIMA;SALTA;DEFINITIVO;13/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Portugal;BS.AS. (CAPITAL);829.96;20749;2251;0;25;TONELADA;25000;0;MARCA: S/MARCA;25;829.96;20749;DOLAR USA;CFR;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01003000K;1;44574;OFIC;0713.33.99.122Y;SWISS AGRO EXPORT  SA;SALTA;DEFINITIVO;13/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);1165.74;107248.08;12351.92;0;92;TONELADA;92000;0;MARCA: S/M;92;1165.74;107248.08;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22053EC01000066D;1;44574;AUTO;0713.33.99.112V;SAMAL AGRO S.A.;CORDOBA;DEFINITIVO;13/01/2022;No disponible;CONSUMO;SALTA;CAMION;Colombia;SALTA;950;114000;21250;227.6;120;TONELADA;120000;0;MARCA: SIN MARCA;120;950;114000;DOLAR USA;CIF;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22082EC01000095H;1;44574;OFIC;0713.33.99.191U;DORMAN S.A.S.;SALTA;DEFINITIVO;13/01/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;700;19950;0;0;28.5;TONELADA;28500;0;MARCA: SIN MARCAS;28.5;700;19950;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22082EC01000095H;2;44574;OFIC;0713.33.99.191U;DORMAN S.A.S.;SALTA;DEFINITIVO;13/01/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;700;1050;0;0;1.5;TONELADA;1500;0;MARCA: SIN MARCAS;1.5;700;1050;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21001EC01100267W;1;44575;PRES;0713.33.99.122Y;ALINOA SOCIEDAD ANONIMA;TUCUMAN;DEFINITIVO;14/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Portugal;BS.AS. (CAPITAL);1048.28;120761.38;20500;0;115.2;TONELADA;115200;0;MARCA: SIN MARCA;115.2;1048.28;120761.38;DOLAR USA;CFR;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21001EC01100614S;1;44575;PRES;0713.33.99.199L;EL CAMPO SOCIEDAD ANONIMA;SALTA;DEFINITIVO;14/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);709.08;17556.82;2251.18;0;24.76;TONELADA;24760;0;MARCA: S/MARCA;24.76;709.08;17556.82;DOLAR USA;CFR;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22029EC01000264G;1;44575;AUTO;0713.33.99.122Y;LA DOCTA CEREALSES SOCIEDAD POR ACCIONES;CIUDAD AUTONOMA;DEFINITIVO;14/01/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;820;22960;0;0;28;TONELADA;28000;0;MARCA: SIN MARCA;28;820;22960;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22029EC01000265H;1;44575;AUTO;0713.33.99.122Y;LA DOCTA CEREALSES SOCIEDAD POR ACCIONES;CIUDAD AUTONOMA;DEFINITIVO;14/01/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;820;22960;0;0;28;TONELADA;28000;0;MARCA: SIN MARCA;28;820;22960;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01003409A;1;44578;AUTO;0713.33.99.122Y;WENSTRADE S.A.;CIUDAD AUTONOMA;DEFINITIVO;17/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);922;115250;32250;0;125;TONELADA;125000;0;MARCA: S/M;125;922;115250;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01003460U;1;44578;AUTO;0713.33.99.122Y;WENSTRADE S.A.;CIUDAD AUTONOMA;DEFINITIVO;17/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);922;115250;32250;0;125;TONELADA;125000;0;MARCA: S/M;125;922;115250;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01003545B;1;44578;OFIC;0713.33.99.112V;EXPOFRUITS;CIUDAD AUTONOMA;DEFINITIVO;17/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);762.5;18300;4500;0;24;TONELADA;24000;0;MARCA: SM;24;762.5;18300;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01003546C;1;44578;OFIC;0713.33.99.112V;EXPOFRUITS;CIUDAD AUTONOMA;DEFINITIVO;17/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);997.5;23940;4500;0;24;TONELADA;24000;0;MARCA: SM;24;997.5;23940;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01003698K;1;44578;OFIC;0713.33.99.129N;ARGENFOOD SRL;SALTA;DEFINITIVO;17/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Portugal;BS.AS. (CAPITAL);566.67;81600;12000;0;144;TONELADA;144000;0;MARCA: MASA;144;566.67;81600;DOLAR USA;CFR;AA(MASA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22082EC01000149H;1;44578;OFIC;0713.33.99.122Y;SAFRA S.R.L.;CIUDAD AUTONOMA;DEFINITIVO;17/01/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;650;18850;0;0;29;TONELADA;29000;0;MARCA: S/M;29;650;18850;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22082EC01000150W;1;44578;OFIC;0713.33.99.122Y;SAFRA S.R.L.;CIUDAD AUTONOMA;DEFINITIVO;17/01/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;650;18850;0;0;29;TONELADA;29000;0;MARCA: S/M;29;650;18850;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
21038EC01036420X;1;44579;PRES;0713.33.99.112V;SOUTH AMERICAN FOODS S.R.L;TUCUMAN;DEFINITIVO;18/01/2022;No disponible;CONSUMO;MENDOZA;CAMION;Emiratos Árabes Unidos;MENDOZA;1080;52682.4;0;0;48.78;TONELADA;48780;0;MARCA: S/M, SAF;48.78;1080;52682.4;DOLAR USA;FCA;AA(S/M, SAF)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01003924C;1;44579;OFIC;0713.33.99.122Y;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;18/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);782.5;18780;4500;0;24;TONELADA;24000;0;MARCA: SM;24;782.5;18780;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
22001EC01003925D;1;44579;OFIC;0713.33.99.122Y;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;18/01/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Colombia;BS.AS. (CAPITAL);862.5;20700;4500;0;24;TONELADA;24000;0;MARCA: SM;24;862.5;20700;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES OTROS
